ML Number Display,Area Display,Street Full Address,Property Type,Property Subtype 1 Display,Listing Date,Status Date,Status Display,Listing Price,Selling Price
21913969,San Anselmo,"17 Bella Vista Ave, San Anselmo, CA 94960-2006",RESI,Single Family,4/29/19,6/26/19,Sold,"749,000","910,000"
21901193,San Anselmo,"25 Bella Vista Ave, San Anselmo, CA 94960-2006",RESI,Single Family,1/18/19,2/11/19,Sold,"999,900","1,165,000"
21901794,San Rafael,"83 Chula Vista Dr, San Rafael, CA 94901-1204",RESI,Single Family,1/25/19,4/25/19,Sold,"819,000","806,000"
21823939,San Rafael,"134 Chula Vista Dr, San Rafael, CA 94901-1207",RESI,Single Family,9/11/18,3/23/19,Sold,"750,000","675,000"
21901568,San Rafael,"227 Coleman Dr, San Rafael, CA 94901-1208",RESI,Single Family,10/25/18,4/26/19,Sold,"799,000","775,000"
21901134,San Rafael,"197 Prospect Dr, San Rafael, CA 94901-1934",RESI,Single Family,11/7/18,2/22/19,Sold,"1,199,000","1,150,000"
21908420,San Rafael,"6 Graceland Dr, San Rafael, CA 94901-1922",RESI,Single Family,2/22/19,6/4/19,Sold,"1,199,000","1,220,000"
21907782,San Rafael,"9 Graceland Dr, San Rafael, CA 94901-1921",RESI,Single Family,4/8/19,5/21/19,Sold,"1,075,000","1,125,000"
21905687,San Rafael,"73 Graceland Dr, San Rafael, CA 94901-1921",RESI,Single Family,3/25/19,5/13/19,Sold,"1,175,000","1,275,000"
21901250,San Rafael,"120 H St, San Rafael, CA 94901-1725",RESI,Single Family,1/19/19,3/21/19,Sold,"1,379,000","1,575,000"
21904433,San Rafael,"44 Curtis Ave, San Rafael, CA 94901-2007",RESI,Single Family,2/4/19,4/10/19,Sold,"1,050,000","1,035,000"
21830388,San Rafael,"18 Hillcrest Dr, San Rafael, CA 94901-2019",RESI,Single Family,11/5/18,1/14/19,Sold,"659,000","801,000"
21906748,Larkspur,"302 Larkspur Plaza Dr, Larkspur, CA 94939-1434",RESI,Condo/Coop,2/15/19,3/28/19,Sold Off MLS,"625,000","615,000"
21909214,Larkspur,"607 Larkspur Plaza Dr, Larkspur, CA 94939-1454",RESI,Condo/Coop,4/21/19,6/1/19,Sold,"579,000","580,000"
21905734,Greenbrae,"80 Corte Real, Greenbrae, CA 94904",RESI,Condo/Coop,2/5/19,4/27/19,Sold,"599,000","580,000"
21909425,Greenbrae,"54 Elizabeth Cir, Greenbrae, CA 94904-3032",RESI,Single Family,4/20/19,5/22/19,Sold,"1,625,000","1,676,000"
21908161,Larkspur,"51 Camellia Cir, Larkspur, CA 94939-1553",RESI,Condo/Coop,3/11/19,5/8/19,Sold,"1,449,000","1,515,000"
21903953,Corte Madera,"26 Chickasaw Ct, Corte Madera, CA 94925-1050",RESI,Single Family,2/6/19,3/29/19,Sold,"1,550,000","1,585,000"
21828727,Larkspur,"175 Elm Ave, Larkspur, CA 94939-2038",RESI,Single Family,10/10/18,2/13/19,Sold,"2,490,000","2,415,000"
21912779,Corte Madera,"69 Walnut Ave, Corte Madera, CA 94925-1028",RESI,Single Family,3/15/19,6/1/19,Sold Off MLS,"2,795,000","3,100,000"
21901999,Corte Madera,"49 Birch Ave, Corte Madera, CA 94925-1054",RESI,Single Family,1/27/19,4/12/19,Sold,"2,100,000","2,060,000"
21906477,Corte Madera,"42 Birch Ave, Corte Madera, CA 94925-1053",RESI,Single Family,3/18/19,4/25/19,Sold Off MLS,"1,895,000","1,900,000"
21901674,San Rafael,"26 Baywood Ter, San Rafael, CA 94901-5233",RESI,Single Family,1/29/19,6/26/19,Sold,"1,625,000","1,575,000"
21825120,San Rafael,"157 Woodland Ave #7, San Rafael, CA 94901-5199",RESI,Condo/Coop,9/24/18,2/8/19,Sold,"729,000","713,000"
21903835,Larkspur,"4 Echo Pl, Larkspur, CA 94939-1902",RESI,Single Family,2/25/19,3/22/19,Sold,"1,675,000","1,878,000"
21906868,Larkspur,"264 Madrone Ave, Larkspur, CA 94939-1959",RESI,Single Family,3/12/19,5/10/19,Sold,"1,195,000","1,200,000"
21905306,Larkspur,"5 Hawthorne Ave, Larkspur, CA 94939-1946",RESI,Single Family,3/11/19,5/4/19,Sold,"1,425,000","1,400,000"
21831169,Larkspur,"24 Laurel Ave, Larkspur, CA 94939-1900",RESI,Single Family,12/21/18,3/5/19,Sold,"3,300,000","2,350,000"
21911839,Larkspur,"250 W BALTIMORE Ave, Larkspur, CA 94939-2126",RESI,Single Family,4/30/19,5/16/19,Sold Off MLS,"3,795,000","4,100,000"
21915172,Larkspur,"150 Magnolia Ave, Larkspur, CA 94939-2138",RESI,Single Family,5/9/19,6/13/19,Sold Off MLS,"3,250,000","3,300,000"
21828445,Larkspur,"101 Magnolia Ave, Larkspur, CA 94939-2137",RESI,Single Family,10/24/18,3/1/19,Sold,"1,295,000","1,350,000"
21914797,Larkspur,"40 Marina Vista Ave, Larkspur, CA 94939-2140",RESI,Single Family,4/23/19,6/10/19,Sold Off MLS,"1,825,000","1,895,000"
21904317,Larkspur,"84 Ardmore Rd, Larkspur, CA 94939-2124",RESI,Single Family,3/3/19,4/9/19,Sold,"3,150,000","3,150,000"
21823278,Larkspur,"1 Lark Ct, Larkspur, CA 94939-2133",RESI,Single Family,9/4/18,3/25/19,Sold,"3,398,000","3,300,000"
21903437,Larkspur,"195 Marina Vista Ave, Larkspur, CA 94939-2141",RESI,Single Family,10/18/18,4/13/19,Sold,"950,000","1,250,000"
21902688,Larkspur,"231 Marina Vista Ave, Larkspur, CA 94939",RESI,Single Family,2/7/19,4/29/19,Sold,"2,225,000","2,194,000"
21825850,Corte Madera,"251 Summit Dr, Corte Madera, CA 94925-1341",RESI,Single Family,10/1/18,2/21/19,Sold,"985,000","985,000"
21907147,Corte Madera,"327 Summit Dr, Corte Madera, CA 94925-1343",RESI,Single Family,4/8/19,6/6/19,Sold,"2,195,000","2,195,000"
21908491,Larkspur,"106 Elm Ave, Larkspur, CA 94939-2037",RESI,Single Family,4/13/19,6/25/19,Sold,"2,249,000","2,195,000"
21905224,Larkspur,"70 ELM Ave, Larkspur, CA 94939-2009",RESI,Single Family,3/1/19,4/8/19,Sold,"1,450,000","1,500,000"
21907110,Larkspur,"67 Elm Ave, Larkspur, CA 94939-2050",RESI,Single Family,2/5/19,4/16/19,Sold Off MLS,"1,475,000","1,480,000"
21903651,Larkspur,"160 Wilson Way, Larkspur, CA 94939-1962",RESI,Single Family,2/18/19,3/15/19,Sold,"1,650,000","1,800,000"
21905278,Greenbrae,"163 Lower Via Casitas, Greenbrae, CA 94904-2200",RESI,Condo/Coop,3/13/19,5/2/19,Sold,"569,000","590,000"
21912758,Greenbrae,"165 Lower Via Casitas, Greenbrae, CA 94904-2200",RESI,Condo/Coop,5/1/19,5/27/19,Sold Off MLS,"590,000","590,000"
21909273,Larkspur,"164 Riviera Cir, Larkspur, CA 94939-1505",RESI,Single Family,3/3/19,5/22/19,Sold,"2,495,000","2,650,000"
21825091,Larkspur,"9 Corte Del Bayo Ave, Larkspur, CA 94939-1501",RESI,Single Family,9/24/18,2/8/19,Sold,"2,395,000","2,300,000"
21907162,Larkspur,"639 Riviera Cir, Larkspur, CA 94939-1513",RESI,Single Family,4/2/19,5/7/19,Sold,"1,595,000","1,600,000"
21821654,Larkspur,"28 Via La Brisa Dr, Larkspur, CA 94939-1543",RESI,Single Family,8/17/18,4/3/19,Sold,"1,700,000","1,600,000"
21828266,Larkspur,"97 Corte Del Bayo, Larkspur, CA 94939-1501",RESI,Single Family,10/29/18,4/2/19,Sold,"1,775,000","1,610,000"
21912080,Larkspur,"91 Corte Del Bayo, Larkspur, CA 94939-1501",RESI,Single Family,5/15/19,6/6/19,Sold,"2,795,000","3,200,000"
21911105,Larkspur,"61 Corte Del Bayo, Larkspur, CA 94939-1501",RESI,Single Family,5/6/19,6/24/19,Sold,"1,795,000","1,850,000"
21914950,Fairfax,"10 Barker Ave, Fairfax, CA 94930-2003",RESI,Single Family,6/11/19,6/11/19,Sold Off MLS,"955,000","955,000"
21902624,Fairfax,"137 Mono Ave, Fairfax, CA 94930-1739",RESI,Single Family,1/13/19,3/26/19,Sold,"995,000","900,000"
21903919,Fairfax,"15 Inyo Ave, Fairfax, CA 94930-1714",RESI,Single Family,2/21/19,5/8/19,Sold,"899,000","850,000"
21901084,San Anselmo,"134 Francis Ave, San Anselmo, CA 94960-2260",RESI,Single Family,1/21/19,4/15/19,Sold,"569,000","579,000"
21912045,Fairfax,"44 Belle Ave, Fairfax, CA 94930-1726",RESI,Single Family,5/13/19,6/5/19,Sold,"1,395,000","1,510,000"
21908806,San Rafael,"150 Valley View Ave, San Rafael, CA 94901-1143",RESI,Single Family,4/17/19,5/2/19,Sold,"1,495,000","1,864,220"
21905057,San Rafael,"25 Edgewood Way, San Rafael, CA 94901-1102",RESI,Single Family,3/11/19,6/27/19,Sold,"1,995,000","1,995,000"
21913340,San Rafael,"318 Forbes Ave, San Rafael, CA 94901-1747",RESI,Single Family,4/18/19,6/14/19,Sold,"1,475,000","1,620,000"
21905296,San Rafael,"331 Forbes Ave, San Rafael, CA 94901",RESI,Single Family,3/13/19,4/23/19,Sold,"1,995,000","2,210,000"
21828824,San Rafael,"101 Forbes Ave, San Rafael, CA 94901-1742",RESI,Single Family,11/6/18,6/8/19,Sold,"2,495,000","2,500,000"
21904545,San Rafael,"40 HARCOURT St, San Rafael, CA 94901-1754",RESI,Single Family,2/28/19,4/3/19,Sold,"2,195,000","2,195,000"
21902557,San Rafael,"47 Longwood Dr, San Rafael, CA 94901-1026",RESI,Single Family,9/4/18,3/8/19,Sold,"1,379,000","1,501,600"
21828048,San Rafael,"118 Tamal Vista Dr, San Rafael, CA 94901-1646",RESI,Single Family,10/25/18,6/25/19,Sold,"1,150,000","1,115,000"
21910109,San Rafael,"115 Santa Margarita Dr, San Rafael, CA 94901-1635",RESI,Single Family,4/15/19,5/24/19,Sold,"1,495,000","1,550,000"
21904337,San Rafael,"8 Neame Ave, San Rafael, CA 94901-1674",RESI,Single Family,1/22/19,5/15/19,Sold,"1,200,000","1,190,000"
21907177,San Rafael,"50 Alexander Ave, San Rafael, CA 94901-1623",RESI,Single Family,4/1/19,6/7/19,Sold,"1,100,000","1,060,000"
21903055,San Rafael,"52 El Camino Ave, San Rafael, CA 94901-1766",RESI,Single Family,8/22/18,3/21/19,Sold,"1,695,000","1,665,000"
21904913,San Rafael,"12 Moody Ct, San Rafael, CA 94901-1029",RESI,Single Family,3/9/19,4/24/19,Sold,"1,350,000","1,350,000"
21821867,San Rafael,"202 Ridgewood Dr, San Rafael, CA 94901-1139",RESI,Single Family,7/23/18,3/25/19,Sold,"1,090,000","1,076,000"
21910134,San Rafael,"68 Terradillo Ave, San Rafael, CA 94901-3470",RESI,Single Family,5/6/19,6/12/19,Sold,"699,000","725,000"
21900850,San Rafael,"18 Brodea Way, San Rafael, CA 94901-2309",RESI,Single Family,1/14/19,7/8/19,Sold,"1,460,000","1,387,500"
21902774,San Rafael,"170 Mission Ave, San Rafael, CA 94901-3522",RESI,Single Family,1/31/19,3/27/19,Sold,"995,000","957,500"
21910453,San Rafael,"12 Mission Ave, San Rafael, CA 94901-3521",RESI,Single Family,3/8/19,5/30/19,Sold,"1,049,000","1,165,000"
21904571,Mill Valley,"41 Lovell Ave, Mill Valley, CA 94941-1839",RESI,Condo/Coop,2/27/19,4/1/19,Sold,"2,450,000","2,450,000"
21900573,Mill Valley,"15 Eldridge Ave, Mill Valley, CA 94941-1114",RESI,Single Family,11/15/18,2/26/19,Sold,"895,000","836,000"
21910430,Mill Valley,"235 Oakdale Ave, Mill Valley, CA 94941-1238",RESI,Single Family,4/30/19,4/30/19,Sold Off MLS,"2,950,000","2,950,000"
21911995,Mill Valley,"15 Elinor Ave, Mill Valley, CA 94941-1214",RESI,Single Family,4/10/19,5/14/19,Sold Off MLS,"2,950,000","2,995,000"
21905822,Mill Valley,"26 Glen Dr, Mill Valley, CA 94941-1251",RESI,Single Family,3/18/19,4/12/19,Sold,"1,925,000","2,255,000"
21907958,Mill Valley,"12 Fairway Dr, Mill Valley, CA 94941-1309",RESI,Single Family,4/9/19,4/26/19,Sold,"2,495,000","2,710,000"
21912525,Mill Valley,"121 Sunnyside Ave, Mill Valley, CA 94941-2073",RESI,Single Family,3/8/19,6/24/19,Sold,"1,950,000","2,225,000"
21908178,Corte Madera,"131 Pixley Ave, Corte Madera, CA 94925",RESI,Condo/Coop,4/9/19,5/18/19,Sold,"699,000","714,000"
21909664,Corte Madera,"61 Pixley Ave #14, Corte Madera, CA 94925-1442",RESI,Single Family,3/16/19,5/29/19,Sold,"499,000","493,000"
21900670,Corte Madera,"100 Lucky Dr #109, Corte Madera, CA 94925-1123",RESI,Condo/Coop,12/1/18,2/27/19,Sold,"695,000","715,000"
21904636,Corte Madera,"200 Morningside Dr, Corte Madera, CA 94925-1325",RESI,Single Family,2/11/19,4/1/19,Sold,"1,195,000","1,265,000"
21908902,Corte Madera,"87 Summit Dr, Corte Madera, CA 94925-1338",RESI,Single Family,4/18/19,6/5/19,Sold,"1,395,000","1,350,000"
21904584,Corte Madera,"9 Ridge Way, Corte Madera, CA 94925-1337",RESI,Single Family,3/16/19,4/1/19,Sold,"1,795,000","1,995,000"
21902551,Corte Madera,"119 Crescent Rd, Corte Madera, CA 94925-1355",RESI,Single Family,10/17/18,4/1/19,Sold,"1,859,000","1,780,000"
21901388,Corte Madera,"208 Chapman Dr, Corte Madera, CA 94925-1507",RESI,Single Family,1/22/19,3/8/19,Sold,"745,000","825,000"
21904710,Corte Madera,"422 Manzanita Ave, Corte Madera, CA 94925-1518",RESI,Single Family,1/28/19,3/6/19,Sold Off MLS,"1,295,000","1,413,000"
21905469,Corte Madera,"520 Oakdale Ave, Corte Madera, CA 94925",RESI,Single Family,1/21/19,4/16/19,Sold,"1,350,000","1,450,000"
21902377,Corte Madera,"106 Summit Dr, Corte Madera, CA 94925-1340",RESI,Single Family,2/1/19,6/11/19,Sold,"1,475,000","1,475,000"
21905026,Corte Madera,"491 REDWOOD Ave, Corte Madera, CA 94925-1329",RESI,Single Family,3/13/19,4/19/19,Sold,"1,695,000","1,800,000"
21911889,Corte Madera,"360 Corte Madera Ave, Corte Madera, CA 94925",RESI,Single Family,5/13/19,6/17/19,Sold,"1,595,000","1,655,000"
21913811,Corte Madera,"429 Oakdale Ave, Corte Madera, CA 94925-1523",RESI,Single Family,4/10/19,6/10/19,Sold Off MLS,"2,995,000","2,979,335"
21828000,Corte Madera,"516 Chapman Dr, Corte Madera, CA 94925",RESI,Single Family,10/25/18,1/5/19,Sold,"3,995,000","3,800,000"
21910367,Corte Madera,"356 Chapman Dr, Corte Madera, CA 94925-1509",RESI,Single Family,3/7/19,5/31/19,Sold,"1,995,000","2,025,000"
21905755,Corte Madera,"2 Woodhue Ln, Corte Madera, CA 94925-1630",RESI,Single Family,1/1/19,3/18/19,Sold Off MLS,"1,600,000","1,598,000"
21800378,Tiburon,"4625 Paradise Dr, Tiburon, CA 94920-1016",RESI,Single Family,1/8/18,4/24/19,Sold,"2,395,000","2,150,000"
21626427,Tiburon,"4576 Paradise Dr, Tiburon, CA 94920-1017",RESI,Single Family,8/15/16,4/19/19,Sold,"1,799,000","1,800,000"
21910246,Tiburon,"204 Trinidad Dr, Tiburon, CA 94920-1040",RESI,Single Family,2/9/19,4/29/19,Sold Off MLS,"2,750,000","2,750,000"
21907095,Corte Madera,"6 Verona Pl, Corte Madera, CA 94925-1940",RESI,Single Family,4/1/19,6/19/19,Sold,"3,550,000","3,400,000"
21908527,Corte Madera,"33 Balclutha Dr, Corte Madera, CA 94925-1943",RESI,Single Family,4/15/19,5/21/19,Sold,"1,575,000","1,625,000"
21910076,Corte Madera,"41 Windward Dr, Corte Madera, CA 94925-2033",RESI,Single Family,7/25/18,5/13/19,Sold,"1,648,000","1,900,000"
21905240,Corte Madera,"152 Prince Royal Dr, Corte Madera, CA 94925-2031",RESI,Single Family,3/26/19,5/21/19,Sold,"1,395,000","1,350,000"
21904326,Tiburon,"22 Hillcrest Rd, Tiburon, CA 94920-1106",RESI,Single Family,2/27/19,4/17/19,Sold,"2,495,000","2,670,000"
21907710,Tiburon,"33 Via San Fernando, Tiburon, CA 94920-2064",RESI,Single Family,4/12/19,5/22/19,Sold,"2,995,000","3,100,000"
21908519,Corte Madera,"5 Mariner Green Dr, Corte Madera, CA 94925-2055",RESI,Condo/Coop,4/12/19,5/24/19,Sold,"900,000","950,000"
21903451,Corte Madera,"44 Mariner Green Dr, Corte Madera, CA 94925-2042",RESI,Condo/Coop,2/18/19,5/1/19,Sold,"900,000","900,000"
21905714,Corte Madera,"125 Mariner Green Ct, Corte Madera, CA 94925-2038",RESI,Condo/Coop,2/8/19,5/15/19,Sold,"925,000","900,000"
21906616,San Rafael,"126 Ridgewood Dr, San Rafael, CA 94901-1137",RESI,Single Family,3/25/19,5/10/19,Sold,"949,000","910,000"
21905976,San Rafael,"3 Maywood Way, San Rafael, CA 94901-1122",RESI,Single Family,2/21/19,4/30/19,Sold,"1,150,000","1,224,750"
21907309,San Rafael,"15 Windsor Ave, San Rafael, CA 94901-1051",RESI,Single Family,4/3/19,6/14/19,Sold,"1,095,000","1,095,000"
21905063,San Rafael,"258 Alpine St, San Rafael, CA 94901-1010",RESI,Single Family,3/24/19,4/25/19,Sold,"895,000","825,000"
21903524,San Rafael,"214 Alpine St, San Rafael, CA 94901-1010",RESI,Single Family,1/28/19,4/8/19,Sold,"949,000","950,000"
21913910,San Rafael,"174 Solano St, San Rafael, CA 94901-1042",RESI,Single Family,4/3/19,6/2/19,Sold Off MLS,"899,000","935,000"
21901876,San Rafael,"106 Solano St, San Rafael, CA 94901-1042",RESI,Single Family,10/30/18,1/28/19,Sold Off MLS,"1,050,000","1,050,000"
21828455,San Rafael,"123 Solano St, San Rafael, CA 94901-1041",RESI,Single Family,9/27/18,1/25/19,Sold,"985,000","945,000"
21903113,San Rafael,"242 Center St, San Rafael, CA 94901-1720",RESI,Single Family,1/21/19,5/1/19,Sold,"1,499,000","1,490,000"
21902131,San Rafael,"9 Sorrento Way, San Rafael, CA 94901-4314",RESI,Single Family,1/26/19,4/26/19,Sold,"1,295,000","1,201,650"
21900218,Mill Valley,"17 Grove St, Mill Valley, CA 94941-2004",RESI,Single Family,1/9/19,5/16/19,Sold,"1,850,000","1,850,000"
21907294,Mill Valley,"291 E Blithedale Ave, Mill Valley, CA 94941-2035",RESI,Single Family,3/8/19,5/28/19,Sold,"1,795,000","1,910,000"
21906698,Mill Valley,"22 Sycamore Ave, Mill Valley, CA 94941-2720",RESI,Single Family,4/23/19,5/15/19,Sold,"3,349,000","3,510,000"
21907120,Mill Valley,"134 Lovell Ave, Mill Valley, CA 94941-1835",RESI,Single Family,4/2/19,5/10/19,Sold,"1,845,000","2,000,000"
21908713,Mill Valley,"78 Lovell Ave, Mill Valley, CA 94941-4805",RESI,Single Family,3/11/19,5/21/19,Sold,"1,795,000","2,000,000"
21901092,Mill Valley,"65 Ethel Ave, Mill Valley, CA 94941-2787",RESI,Single Family,12/4/18,2/20/19,Sold,"1,795,000","2,200,000"
21913259,Mill Valley,"12 Ethel Ave, Mill Valley, CA 94941-2735",RESI,Single Family,5/27/19,6/17/19,Sold,"1,795,000","2,100,000"
21906408,Mill Valley,"55 Millside Ln, Mill Valley, CA 94941-2688",RESI,Single Family,3/22/19,3/28/19,Sold Off MLS,"1,575,000","1,650,000"
21911735,Mill Valley,"291 Marion Ave, Mill Valley, CA 94941-2604",RESI,Single Family,5/1/19,6/27/19,Sold,"950,000","975,000"
21911301,Mill Valley,"305 Marion Ave, Mill Valley, CA 94941-2685",RESI,Single Family,5/7/19,5/8/19,Sold Off MLS,"1,290,000","1,290,000"
21911934,Mill Valley,"6 Pimlott Ln, Mill Valley, CA 94941-2719",RESI,Single Family,5/16/19,6/14/19,Sold,"1,395,000","1,560,000"
21912576,Mill Valley,"32 Edgewood Ave, Mill Valley, CA 94941-3303",RESI,Single Family,5/20/19,6/25/19,Sold,"2,195,000","2,400,000"
21904160,Mill Valley,"9 Echo Ln, Mill Valley, CA 94941-3365",RESI,Single Family,1/22/19,2/27/19,Sold Off MLS,"2,988,000","2,868,888"
21821906,Mill Valley,"9 Echo Ln, Mill Valley, CA 94941-3365",RESI,Single Family,9/10/18,2/27/19,Sold,"2,988,000","2,868,888"
21829853,Mill Valley,"116 Montford Ave, Mill Valley, CA 94941-3361",RESI,Single Family,11/26/18,4/15/19,Sold,"3,395,000","3,300,000"
21904784,Mill Valley,"102 Sycamore Ave, Mill Valley, CA 94941-2808",RESI,Single Family,1/19/19,4/5/19,Sold,"2,495,000","2,500,000"
21916788,Mill Valley,"165 Locust Ave, Mill Valley, CA 94941",RESI,Single Family,5/30/19,6/30/19,Sold Off MLS,"1,405,000","1,505,000"
21831016,Mill Valley,"236 Miller Ave #4, Mill Valley, CA 94941-2874",RESI,Single Family,12/5/18,4/25/19,Sold,"799,000","765,000"
21909535,Mill Valley,"110 Seminary Dr #2E, Mill Valley, CA 94941-3102",RESI,Condo/Coop,4/25/19,6/17/19,Sold,"895,000","895,000"
21901380,San Rafael,"28 Lochness Ln, San Rafael, CA 94901-2425",RESI,Single Family,1/1/19,4/3/19,Sold,"2,425,000","2,400,000"
21911406,San Rafael,"57 Bayharbor Way, San Rafael, CA 94901",RESI,Single Family,5/1/19,6/19/19,Sold,"1,650,000","1,650,000"
21901386,San Rafael,"28 Bayharbor Way, San Rafael, CA 94901-2586",RESI,Single Family,10/23/18,1/22/19,Sold,"1,300,000","1,300,000"
21901151,Mill Valley,"8 Whittier Ct, Mill Valley, CA 94941-2226",RESI,Condo/Coop,1/18/19,5/6/19,Sold,"839,000","835,000"
21828733,Mill Valley,"6 Chaucer Ct, Mill Valley, CA 94941-2206",RESI,Condo/Coop,9/27/18,2/11/19,Sold,"825,000","800,000"
21911658,Mill Valley,"3221 Shelter Bay Ave, Mill Valley, CA 94941-3076",RESI,Condo/Coop,5/17/19,6/25/19,Sold,"715,000","725,000"
21909233,Mill Valley,"4223 Shelter Bay Ave, Mill Valley, CA 94941-6016",RESI,Condo/Coop,4/20/19,5/9/19,Sold,"949,000","1,010,000"
21904481,Mill Valley,"5101 Shelter Bay Ave, Mill Valley, CA 94941-6021",RESI,Condo/Coop,3/5/19,4/16/19,Sold,"955,000","955,000"
21908691,Mill Valley,"5103 Shelter Bay Ave, Mill Valley, CA 94941-6021",RESI,Condo/Coop,4/6/19,6/3/19,Sold,"825,000","800,000"
21909232,Mill Valley,"37 Eucalyptus Knoll St, Mill Valley, CA 94941-4640",RESI,Condo/Coop,4/8/19,6/1/19,Sold,"1,099,000","1,125,000"
21907731,Mill Valley,"51 Eucalyptus Knoll St, Mill Valley, CA 94941-2259",RESI,Condo/Coop,4/2/19,6/20/19,Sold,"995,000","965,000"
21907848,Mill Valley,"57 Eucalyptus Knoll St, Mill Valley, CA 94941-4644",RESI,Condo/Coop,4/9/19,5/5/19,Sold,"839,000","975,000"
21829089,Mill Valley,"703 Miller Ave, Mill Valley, CA 94941-2927",RESI,Condo/Coop,11/9/18,1/9/19,Sold,"622,000","600,000"
21905626,Mill Valley,"713 Miller Ave, Mill Valley, CA 94941-2927",RESI,Condo/Coop,3/2/19,4/10/19,Sold,"749,000","775,000"
21903981,Mill Valley,"775 Miller Ave, Mill Valley, CA 94941-2971",RESI,Condo/Coop,2/26/19,4/5/19,Sold,"659,000","655,000"
21903550,Mill Valley,"105 Eucalyptus Knoll St, Mill Valley, CA 94965-2256",RESI,Condo/Coop,2/11/19,4/2/19,Sold,"865,000","840,700"
21914222,Mill Valley,"113 Eucalyptus Knoll St, Mill Valley, CA 94941-2284",RESI,Condo/Coop,6/4/19,6/30/19,Sold,"979,000","966,000"
21907085,Mill Valley,"195 Roque Moraes Dr, Mill Valley, CA 94941-2220",RESI,Single Family,3/25/19,6/28/19,Sold,"3,285,000","3,000,000"
21824579,Mill Valley,"23 S Knoll Rd, Mill Valley, CA 94941-2465",RESI,Single Family,8/17/18,3/14/19,Sold,"2,000,000","1,925,000"
21910483,Mill Valley,"146 Belvedere Dr, Mill Valley, CA 94941-2499",RESI,Single Family,4/1/19,5/31/19,Sold,"920,000","1,052,000"
21912739,Mill Valley,"139 Richardson Dr, Mill Valley, CA 94941-2413",RESI,Single Family,3/29/19,6/21/19,Sold,"1,195,000","1,180,000"
21906105,Mill Valley,"106 E Strawberry Dr, Mill Valley, CA 94941-2505",RESI,Single Family,2/8/19,4/30/19,Sold,"1,050,000","1,150,000"
21904662,Mill Valley,"100 E Strawberry Dr, Mill Valley, CA 94941-2505",RESI,Single Family,2/22/19,5/6/19,Sold,"1,595,000","1,600,000"
21904551,Mill Valley,"20 Strawberry Cir, Mill Valley, CA 94941-2521",RESI,Single Family,3/3/19,4/3/19,Sold,"1,100,000","1,200,000"
21900559,Mill Valley,"152 Carlotta Cir, Mill Valley, CA 94941-2415",RESI,Single Family,1/29/19,2/22/19,Sold,"1,195,000","1,315,000"
21910654,Mill Valley,"10 Great Circle Dr, Mill Valley, CA 94941-3207",RESI,Single Family,5/5/19,6/4/19,Sold,"3,450,000","3,500,000"
21827040,Mill Valley,"115 Great Circle Dr, Mill Valley, CA 94941-3267",RESI,Single Family,10/16/18,2/22/19,Sold,"3,495,000","3,325,000"
21905789,Mill Valley,"216 Ricardo Rd, Mill Valley, CA 94941-2516",RESI,Single Family,2/1/19,3/18/19,Sold Off MLS,"955,000","955,000"
21901802,Mill Valley,"208 Ricardo Rd, Mill Valley, CA 94941-2516",RESI,Single Family,1/23/19,2/28/19,Sold,"2,000,000","2,000,000"
21903702,Fairfax,"17 Vista Way, Fairfax, CA 94930",RESI,Single Family,5/4/19,5/25/19,Sold,"1,198,000","1,462,500"
21911597,Fairfax,"8 Vista Way, Fairfax, CA 94930-1119",RESI,Single Family,5/15/19,6/12/19,Sold,"1,349,000","1,460,000"
21902589,Fairfax,"72 San Gabriel Dr, Fairfax, CA 94930-1125",RESI,Single Family,2/5/19,6/21/19,Sold,"1,295,000","1,265,000"
21908088,Fairfax,"226 Bolinas Rd, Fairfax, CA 94930-1964",RESI,Single Family,4/10/19,5/14/19,Sold,"799,000","875,000"
21829929,Fairfax,"275 Frustuck Ave, Fairfax, CA 94930-1979",RESI,Single Family,10/29/18,1/3/19,Sold,"750,000","764,000"
21910428,Fairfax,"20 Coree Ln, Fairfax, CA 94930",RESI,Single Family,4/30/19,6/26/19,Sold,"2,100,000","2,050,000"
21907319,San Rafael,"1579 Lincoln Ave #211, San Rafael, CA 94901-1950",RESI,Condo/Coop,3/27/19,5/16/19,Sold,"599,000","613,000"
21901030,San Rafael,"192 Prospect Dr, San Rafael, CA 94901-1935",RESI,Single Family,1/6/19,4/26/19,Sold,"1,199,000","1,165,000"
21828838,San Rafael,"820 Mission Ave #4, San Rafael, CA 94901-3250",RESI,Condo/Coop,11/26/18,2/22/19,Sold,"699,000","660,000"
21904077,San Rafael,"135 Montecito Rd, San Rafael, CA 94901-2335",RESI,Single Family,2/5/19,3/19/19,Sold,"2,950,000","2,950,000"
21905730,San Rafael,"59 Montecito Rd, San Rafael, CA 94901-2361",RESI,Single Family,3/7/19,5/23/19,Sold Off MLS,"2,750,000","2,700,000"
21905862,San Rafael,"31 Montecito Rd, San Rafael, CA 94901-2361",RESI,Single Family,3/20/19,6/27/19,Sold,"2,495,000","2,230,000"
21909584,San Rafael,"73 Marina Blvd, San Rafael, CA 94901-4216",RESI,Single Family,3/9/19,5/29/19,Sold,"999,000","1,203,000"
21902837,San Rafael,"210 Tiburon Blvd, San Rafael, CA 94901-5244",RESI,Single Family,2/8/19,3/6/19,Sold,"999,000","980,000"
